n_rows_raw_mean,n_rows_raw_std,n_rows_used_mean,n_rows_used_std,row_coverage_mean,row_coverage_std,sampling_hz_mean,sampling_hz_std,missing_ratio_before_fill_mean,missing_ratio_before_fill_std,acc_x_mean_mean,acc_x_mean_std,acc_y_mean_mean,acc_y_mean_std,acc_z_mean_mean,acc_z_mean_std,acc_x_std_mean,acc_x_std_std,acc_y_std_mean,acc_y_std_std,acc_z_std_mean,acc_z_std_std,acc_x_rms_mean,acc_x_rms_std,acc_y_rms_mean,acc_y_rms_std,acc_z_rms_mean,acc_z_rms_std,acc_x_range_mean,acc_x_range_std,acc_y_range_mean,acc_y_range_std,acc_z_range_mean,acc_z_range_std,acc_mag_mean_mean,acc_mag_mean_std,acc_mag_std_mean,acc_mag_std_std,acc_mag_rms_mean,acc_mag_rms_std,acc_mag_range_mean,acc_mag_range_std,gyro_mag_mean_mean,gyro_mag_mean_std,gyro_mag_std_mean,gyro_mag_std_std,gyro_mag_rms_mean,gyro_mag_rms_std,dominant_freq_hz_mean,dominant_freq_hz_std,tremor_band_power_4_6hz_mean,tremor_band_power_4_6hz_std,total_power_mean,total_power_std,age,height,weight,q_01,q_02,q_03,q_04,q_05,q_06,q_07,q_08,q_09,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,q_23,q_24,q_25,q_26,q_27,q_28,q_29,q_30
1303.2727272727273,466.78252117867703,1252.8181818181818,466.7543084060225,1.0,0.0,99.70080539721671,0.3678462174309934,0.0,0.0,-0.0223708180907476,0.08787885584621791,0.019119179563774378,0.055584978545302366,0.013098848848013274,0.04508176213213363,0.07167405847007148,0.08536970907953177,0.10465304111825784,0.1432560222554122,0.0902758474019992,0.10280107358851936,0.08995549053153057,0.111474003197555,0.1083070974184417,0.15214094629147504,0.09428287604070783,0.10948004424171777,0.5036071778250836,0.6198072014736989,0.7428382646978906,0.9861174343199611,0.6850136394378848,0.67612798113276,0.13846713246380962,0.18860347948988246,0.09834201531090046,0.1089566078180212,0.17290777355749104,0.21521461994441757,0.6602658671515108,0.7818088341937144,0.7485603533919091,0.9992467925373425,0.6057452793741747,0.656269552912335,0.9816955792802258,1.179048424933756,0.7113288234085172,1.6043812065302068,0.0015222121977671566,0.003204030852669428,10.261225612551756,17.0289412674385,69,168,69,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0
1303.2727272727273,466.78252117867703,1252.7727272727273,466.7828017211901,1.0,0.0,99.69772620872624,0.3665314319130498,0.0,0.0,0.0015497865557153143,0.0666951026616512,0.0077661173466798995,0.0271523722847581,0.008028956475054081,0.02447546800637964,0.05892368552685002,0.06364871251160376,0.07588225446214242,0.09484044511924772,0.08720836128632907,0.1020865511992631,0.07015556688235684,0.0835181631883372,0.07807724096017306,0.09708783698927193,0.08844655087310516,0.1041230058997583,0.4514572146757793,0.5003774639066884,0.600313638826731,0.6980321301695628,0.6960234689045152,0.7982864355559565,0.11042408898267472,0.13760837178735752,0.08252497056659767,0.0902840599487563,0.14053947268587733,0.1621384403812844,0.584563872464877,0.7556733671956684,0.7409598109784375,1.0680488558225263,0.6648152330959851,0.7199202051286625,1.0262118799501347,1.2621350542613075,0.2898083857453372,0.24779147518172115,0.001170806000917443,0.0032072275733276852,7.454834913689387,11.719368034667847,77,185,78,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1
1303.2727272727273,466.78252117867703,1252.7727272727273,466.78280172119014,1.0,0.0,100.15177170355938,0.6177986795362299,0.0,0.0,-0.007369914676836702,0.061043674756773574,0.02010815594191932,0.03861871982669654,-0.006275406213634177,0.01886447646120065,0.07124299134652291,0.07484932622434186,0.10497836960966088,0.12742885974031526,0.07778294048253678,0.09585319668430153,0.07935049418613115,0.08997547578455863,0.1081764481243756,0.1319489470135052,0.0786368495359928,0.09710386120055327,0.43477654389296744,0.4014456426143151,0.725436127786243,0.7611170224936875,0.5340792956374242,0.5866315658147753,0.13305115367143602,0.16506418298008896,0.08461871097949814,0.08361186603280178,0.16076406175842298,0.1821905888683799,0.5083903451002926,0.5035694244971644,0.7192652792929682,0.9792352254457652,0.6135309899826481,0.7187201306988182,0.962601800883053,1.2000508314407003,0.9044790819578048,1.7731766509504854,0.0009507850301061025,0.001906076772783976,6.806162398874869,8.863060309253687,49,187,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303.2727272727273,466.78252117867703,1252.8636363636363,466.8302735781006,1.0,0.0,99.72109255124982,0.38348601268603755,0.0,0.0,-0.0045528531140092195,0.07512789969921185,0.00794749329919169,0.029200728828994462,0.011537980428534805,0.02606596569177735,0.05764143617295852,0.062091347123102186,0.07914229508579194,0.10600564412089977,0.08852698409594265,0.10049204634735003,0.07034656442629267,0.08837545403653613,0.0816227676000517,0.1082595686951886,0.09021923575260907,0.10286839630017147,0.373915994125198,0.37257467189003524,0.7353115386733236,1.0129709578357333,0.7142995335665889,0.8338952323331137,0.11246133672782435,0.13803068789950307,0.09162896161853061,0.09861136314200289,0.1477168238398583,0.16716418361791865,0.7281773041495346,0.918680951736277,0.6574927511987982,0.8874379556044683,0.5747737866029465,0.6452660268492456,0.8897704206348354,1.0829217296422833,0.6510305950605819,1.1322167533919278,0.0012999804152132703,0.002599389636797006,8.642765718871912,13.173174246892302,44,167,68,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1
1303.2727272727273,466.78252117867703,1252.7727272727273,466.78280172119014,1.0,0.0,100.14906155983422,0.6298249242494034,0.0,0.0,-0.006873077204844382,0.052073952262498224,0.011718584047394181,0.0310535914652433,0.007717155637447449,0.0360876811800246,0.06078013680020739,0.07668591674395756,0.08452382216712108,0.12345809795274876,0.08142435933719819,0.11595625133425787,0.06751738306494318,0.08790053399807764,0.08671098255880327,0.12623179434685458,0.08407108579036554,0.11971122896379789,0.38685235321501105,0.4642658096444923,0.5476873283730275,0.6917773279274583,0.48157625431353956,0.6513011730669024,0.1221556670177963,0.17280579033305526,0.06981275123400435,0.08637872869916056,0.1430117755328196,0.19137000727373424,0.46247736320611615,0.6196962297462756,0.620940195354108,0.9488990009773567,0.4851259789696176,0.703998581392108,0.7978795727082598,1.1742299815609276,0.5012318531024577,0.809816066195441,0.0009640745734991294,0.002190304937242485,5.896503792929281,10.008108114792883,42,168,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303.2727272727273,466.78252117867703,1252.7727272727273,466.78280172119014,1.0,0.0,100.1472654306005,0.6204473829506527,0.0,0.0,-0.007602626315720484,0.0567598314118927,-0.003663418161801423,0.041116277518982114,0.01211716671654094,0.0353478832093808,0.05350087272934658,0.07372696256032642,0.044986010090978405,0.06342634892599129,0.08153048960586977,0.11888514984992857,0.06452341443589038,0.0857110847009335,0.0498354029752702,0.07238445796039347,0.08420842353653021,0.12268004241466292,0.2811616398293022,0.3656718169572329,0.31974095702463823,0.40353388794680073,0.45155568954793834,0.6146805651006514,0.10301895589759456,0.14569466272826087,0.05981459407364775,0.07710334720773335,0.120610769292138,0.16367255490260124,0.3876844623337593,0.5219831553721294,0.6021576427928537,0.8978416098905042,0.3970181320611486,0.49990368111229116,0.7312224912374835,1.0200192389801634,0.3054392505198567,0.24414953608044354,0.0002950700989865724,0.0006902373192336684,4.529748647204692,8.11809615258234,76,160,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1303.2727272727273,466.78252117867703,1252.7727272727273,466.7828017211901,1.0,0.0,99.69070630473588,0.36380673900508703,0.0,0.0,0.00023733683070090492,0.034359109144085555,0.007744352269979448,0.06525384055650398,0.017776695165224052,0.04595558072979874,0.060926400701379085,0.07106680137399306,0.07701288793911314,0.09402567559270791,0.07477382743966395,0.09702543044769196,0.06494136206288449,0.07544971868394142,0.08335699249159062,0.10991176738056274,0.07962776418631169,0.10514834974288481,0.3875873429362909,0.4031282179150535,0.6346523430497792,0.6883119846332888,0.5410133110854978,0.6044003078094631,0.11396431269854818,0.1466987764624128,0.07040329664580904,0.08283783683733131,0.13464297584214813,0.1678612924153175,0.4680487824127804,0.5508327061450901,0.7566284228589382,0.9627557451025675,0.6205357864692627,0.7244591185347585,0.989069031876932,1.1954523837897597,0.302113876680399,0.39046739083861165,0.0006196119364523617,0.0009466525207221864,5.755615035273051,10.868333809019111,64,192,98,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0
1303.2727272727273,466.78252117867703,1252.7727272727273,466.7828017211901,1.0,0.0,99.69225960861509,0.36649682832731406,0.0,0.0,-0.0027669089606232097,0.12133559390345655,0.01204525944104371,0.03440098249427485,0.0069284418541459645,0.04884759739474966,0.09402617774267549,0.121992636127178,0.08474020746577898,0.11013553272482103,0.15976148636911108,0.23280724070305436,0.11579288281794656,0.1574906592966251,0.08669255364247078,0.11443156165597354,0.16228342237189436,0.23601205726722482,0.5293174419427811,0.6163925149351444,0.5840157849836547,0.6797412715692762,1.0990732356563397,1.546580635936873,0.18680553961839783,0.25856545026257005,0.12033525350430847,0.15673553761900885,0.22361796194276798,0.3012031711592915,0.8447269739330843,1.2048103853834644,1.002011764013747,1.439230254978195,0.8385539486703621,1.1546954702856949,1.311561473771492,1.8409149325457217,0.46360058650098784,0.6067939112238709,0.0019361472698868115,0.0031219436266032856,18.506682360459294,31.689833177120853,66,163,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1303.2727272727273,466.78252117867703,1252.7727272727273,466.7828017211901,1.0,0.0,99.69041059513157,0.3638745524970841,0.0,0.0,-0.004245996984459081,0.05146454493411637,0.014274771771952542,0.02293037041965245,0.0099664916002884,0.01875403516262138,0.050238138309511286,0.0546930914403916,0.06110292626900393,0.08326714475751935,0.05011883505097385,0.05805167399709616,0.058992726855574724,0.06820031275054152,0.06406975668732315,0.08527923896843279,0.052382857079179,0.059804000961319534,0.2916760156741624,0.2734878854557705,0.4257796272072232,0.5053821823306203,0.3128800067496402,0.32366320444531965,0.08791560990868248,0.10835786671804629,0.053999506938241494,0.058604232060823984,0.10461189952380477,0.1218871296387175,0.3584950559538286,0.4251099087151933,0.5992335125845153,0.8387807255628198,0.4691082860418978,0.5461717380287112,0.7720097580380822,0.9917939445245563,1.7925590084179754,3.3427794338127903,0.0002601824009087603,0.0004891515459065555,3.030092251616003,4.410717902809424,62,168,65,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1303.2727272727273,466.78252117867703,1252.7727272727273,466.78280172119014,1.0,0.0,100.14360344102228,0.6255076463493822,0.0,0.0,0.00332841655907584,0.0847619559693838,0.01275511196241194,0.02850817122466222,-0.002076688437042696,0.03198050717369954,0.05699805804347991,0.05959256507307445,0.09579756551905906,0.09544217052211745,0.07341168033584249,0.07961505760435655,0.07403905760574526,0.09165841303870689,0.1001526412798688,0.09581774649811395,0.07553921350853691,0.08379729221841063,0.40671455425020836,0.4567990340375646,0.7755567601416744,0.8799402074130239,0.5370690397110086,0.702553072758468,0.12540506706035331,0.12646902795497228,0.0801914915834155,0.08741216737928201,0.15137479028159828,0.15108844194731877,0.6418107017408372,0.9187078220532242,0.7422187528492507,0.882834174462316,0.5093624900253455,0.5452964527772695,0.912124648764104,1.0264064932760026,1.5848926901554656,3.6032673451372337,0.0015086159784371293,0.004168611229744582,7.102464778310855,13.993602916785624,73,166,103,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0
1303.2727272727273,466.78252117867703,1252.8181818181818,466.7543084060225,1.0,0.0,99.70348693804677,0.3623386867001218,0.0,0.0,0.0015876532636769929,0.04084858898495502,0.0028673207321011362,0.009347755395370716,0.0017508923468102905,0.01025500573712077,0.03525564029508257,0.033072270990976115,0.049213475046195665,0.045081604796136,0.057586385576467135,0.057433243311427754,0.04339753229210144,0.04573575490179132,0.049697917590893266,0.04553599547546224,0.05817815737958986,0.05769439933382636,0.25503605506938676,0.2403987097813393,0.45608505941707017,0.4604759360713729,0.4852254784270891,0.4835380478854187,0.07197513400949211,0.07143987193413172,0.05182841796846411,0.04754494334239807,0.08936945230066161,0.08504764470543927,0.38327360545331607,0.38273536613033315,0.6154700676573573,0.7600080123394688,0.5437817561771546,0.6389871230838914,0.8269451579027823,0.9876228158686623,0.6151458430489424,1.0264165070632851,0.00029328149844716294,0.0003664736948863949,2.5035742264541256,3.6036771819690716,59,178,85,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1303.2727272727273,466.78252117867703,1252.8181818181818,466.7543084060224,1.0,0.0,99.69704347359348,0.36899992629888456,0.0,0.0,0.0005163442616498544,0.017238986586666345,0.0016187323017122384,0.01179408124439747,0.004293467518758306,0.01237455734358422,0.0341562792609487,0.034652680990789976,0.05549819183066451,0.06351927536068938,0.05600671977054461,0.06905426009480885,0.03621378419615362,0.03666288223674984,0.0561209400592864,0.06400281370046118,0.0567911141106822,0.06957022712589811,0.2551951787705097,0.2824546128335063,0.4484042108458885,0.514755574062752,0.4290761195787008,0.5497096195707748,0.07506488470483207,0.08214427168391206,0.04905316212641566,0.05627656869455375,0.09028908239694401,0.09895690322461306,0.38904385711086675,0.5122498186699773,0.5121130458588996,0.6633310532558422,0.3794487426824082,0.4498903331603197,0.6429851929958279,0.7965648424382316,1.657702760122433,2.471547095823087,0.0005366934005743719,0.0010165837867784158,2.67749163650637,4.614311241309495,58,175,122,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0
1303.2727272727273,466.78252117867703,1252.7727272727273,466.7828017211901,1.0,0.0,99.70963231895479,0.3744470556291077,0.0,0.0,0.00023675850434665385,0.02517622787035577,0.0029711640608929587,0.011866138614409051,-0.0022743739495687913,0.020576053750750736,0.03626723296896573,0.03844965241676462,0.04884824085635608,0.06292482799530336,0.03249522836007234,0.035694431455384874,0.03983800400179222,0.04271604184547683,0.04967128476590083,0.0633885535327011,0.03421703858792138,0.039751437241962194,0.22339907768165465,0.20162624812784363,0.33873097029421273,0.33038397962876204,0.2620549583561657,0.26521747472683077,0.05649899621415044,0.06887207717208836,0.04755738207462046,0.0494454851691087,0.07467532985968506,0.0839935786938401,0.2758645616997822,0.2662652522566583,0.37698163467908435,0.5021692805793677,0.3877163146600489,0.4361117321067651,0.5480717799989321,0.658552979520711,0.17635022159037433,0.17810432396305237,0.00013468956258792043,0.00023092484019999037,2.2783422905839643,4.154513742948088,63,170,100,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0
